0.5298	0.0181	0.0000	0.0000	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6123	0.0875	0.0000	0.0000	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6683	0.2378	0.0007	0.0009	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6509	0.4882	0.0070	0.0072	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7138	0.9039	0.0336	0.0300	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7433	1.5174	0.1086	0.0853	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.9163	2.4643	0.2727	0.1870	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.8098	3.5646	0.5669	0.3327	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7264	4.7793	1.0197	0.4996	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6072	6.0052	1.6342	0.6533	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7568	7.4118	2.3888	0.7631	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6369	8.6486	3.2163	0.8143	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7359	9.7943	4.0255	0.8100	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5721	10.5840	4.7042	0.7713	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6504	11.0902	5.1583	0.7204	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6466	11.2102	5.3244	0.6721	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7169	10.8954	5.1824	0.6302	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6521	10.2097	4.7626	0.5870	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.8106	9.0594	4.1299	0.5332	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5660	7.8781	3.3882	0.4619	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6448	6.5018	2.6242	0.3799	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6109	5.1492	1.9156	0.3028	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6235	3.8674	1.3154	0.2438	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6576	2.7163	0.8485	0.2075	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6922	1.7559	0.5157	0.1887	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5791	1.0930	0.2986	0.1770	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5627	0.6295	0.1678	0.1626	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6208	0.3158	0.0942	0.1421	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6157	0.1443	0.0536	0.1184	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5740	0.0777	0.0298	0.0954	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5730	0.0610	0.0162	0.0739	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6153	0.0518	0.0120	0.0540	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5836	0.0483	0.0142	0.0367	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6716	0.0530	0.0189	0.0233	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6583	0.0629	0.0237	0.0140	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6741	0.0770	0.0274	0.0089	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7775	0.0890	0.0301	0.0070	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6416	0.0948	0.0330	0.0074	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7889	0.1139	0.0375	0.0096	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7160	0.1452	0.0447	0.0134	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7807	0.1680	0.0556	0.0177	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5602	0.1696	0.0706	0.0213	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.8067	0.1997	0.0914	0.0236	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7257	0.2478	0.1168	0.0246	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7268	0.2747	0.1421	0.0249	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5853	0.2690	0.1633	0.0252	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6745	0.2696	0.1788	0.0254	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7350	0.2828	0.1883	0.0251	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5978	0.2785	0.1901	0.0245	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.5823	0.2871	0.1855	0.0234	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7541	0.2792	0.1752	0.0215	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7680	0.2493	0.1613	0.0185	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7465	0.2109	0.1467	0.0139	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6713	0.1861	0.1331	0.0082	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6352	0.1745	0.1202	0.0031	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6533	0.1360	0.1064	0.0011	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6963	0.0914	0.0927	0.0037	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6417	0.0692	0.0801	0.0112	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6718	0.0468	0.0686	0.0227	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7674	0.0252	0.0587	0.0363	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7659	0.0186	0.0500	0.0500	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.6832	0.0171	0.0411	0.0625	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7827	0.0266	0.0321	0.0732	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7969	0.0357	0.0225	0.0827	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7253	0.0412	0.0133	0.0914	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7306	0.0470	0.0062	0.0989	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
0.7333	0.0431	0.0031	0.1047	0.0100	0.0500	0.0500	0.0800	0.0800	0.1200	30.0000	
